physid,PRVDR_SPCLTY,startyr,endyr
3392,OBSTETRICS & GYNECOLOGY,2009,2020
3393,INTERNAL MEDICINE,2011,2015
3394,PHYSICIAN ASSISTANT,2010,2020
3395,PULMONARY DISEASES,2009,2020
3396,INTERNAL MEDICINE,2015,2018
3397,"ENDOCRINOLOGY, DIABETES & METABOLISM",2009,2020
3398,NEPHROLOGY,2009,2020
3399,FAMILY MEDICINE,2012,2020
3400,INTERNAL MEDICINE,2009,2012
3400,"SURGERY, GENERAL",2015,2016
3401,FAMILY MEDICINE,2017,2020
3402,NEUROMUSCULOSKELETAL MEDICINE & OMM,2014,2019
3403,INTERNAL MEDICINE,2011,2013
3403,"SURGERY, GENERAL",2015,2020
3404,FAMILY MEDICINE,2009,2012
3404,INTERNAL MEDICINE,2013,2020
3405,EMERGENCY MEDICINE,2018,2020
3406,FAMILY MEDICINE,2016,2020
3407,NURSE PRACTITIONER,2009,2017
3408,ALLERGY AND IMMUNOLOGY,2014,2015
3408,INTERNAL MEDICINE,2013,2013
3409,EMERGENCY MEDICINE,2018,2020
3410,PHYSICIAN ASSISTANT,2009,2020
3411,ANESTHESIOLOGY,2011,2020
3412,DERMATOLOGY,2009,2020
3413,PLASTIC SURGERY WITHIN THE HEAD & NECK,2015,2020
3414,INTERNAL MEDICINE,2010,2012
3414,OBSTETRICS & GYNECOLOGY,2009,2020
3415,CARDIOVASCULAR DISEASE,2012,2020
3415,INTERNAL MEDICINE,2009,2011
3416,UROLOGY,2009,2020
3417,"SURGERY, GENERAL",2010,2012
3418,INTERNAL MEDICINE,2009,2020
3419,NURSE PRACTITIONER,2018,2020
3419,REGISTERED NURSE,2009,2017
3420,NURSE PRACTITIONER,2009,2016
3421,EMERGENCY MEDICINE,2017,2020
3422,EMERGENCY MEDICINE,2016,2020
3423,EMERGENCY MEDICINE,2019,2020
3423,INTERNAL MEDICINE,2015,2018
3424,FAMILY MEDICINE,2009,2020
3425,"RADIOLOGY, BODY IMAGING",2013,2020
3425,VASCULAR & INTERVENTIONAL RADIOLOGY,2009,2012
3426,PHYSICIAN ASSISTANT,2012,2020
3427,FAMILY MEDICINE,2009,2020
3428,INTERNAL MEDICINE,2010,2012
3428,NEPHROLOGY,2013,2020
3429,FAMILY MEDICINE,2015,2020
3429,INTERNAL MEDICINE,2011,2014
3430,PHYSICIAN ASSISTANT,2015,2020
3431,INTERNAL MEDICINE,2010,2020
3431,NEUROMUSCULOSKELETAL MEDICINE & OMM,2018,2018
3432,EMERGENCY MEDICINE,2009,2020
3433,FAMILY MEDICINE,2009,2020
3434,EMERGENCY MEDICINE,2009,2011
3435,INTERNAL MEDICINE,2013,2017
3435,OBSTETRICS & GYNECOLOGY,2018,2020
3436,FAMILY MEDICINE,2009,2009
3437,INTERNAL MEDICINE,2015,2015
3437,"SURGERY, GENERAL",2012,2014
3438,INTERNAL MEDICINE,2009,2020
3439,INTERNAL MEDICINE,2015,2015
3440,FAMILY MEDICINE,2009,2020
3441,INTERNAL MEDICINE,2013,2020
3442,INTERNAL MEDICINE,2009,2020
3443,INTERNAL MEDICINE,2009,2020
3444,ANESTHESIOLOGY,2009,2020
3445,INTERNAL MEDICINE,2009,2011
3446,FAMILY MEDICINE,2018,2020
3446,INTERNAL MEDICINE,2013,2017
3447,INTERNAL MEDICINE,2009,2020
3448,INTERNAL MEDICINE,2013,2017
3449,INTERNAL MEDICINE,2014,2020
3450,FAMILY MEDICINE,2009,2019
3451,"RADIOLOGY, BODY IMAGING",2009,2011
3451,VASCULAR & INTERVENTIONAL RADIOLOGY,2012,2020
3452,FAMILY MEDICINE,2020,2020
3452,INTERNAL MEDICINE,2015,2019
3453,UROLOGY,2014,2020
3454,INTERNAL MEDICINE,2009,2020
3455,ALLERGY AND IMMUNOLOGY,2018,2020
3456,INTERNAL MEDICINE,2009,2011
3457,OBSTETRICS & GYNECOLOGY,2009,2020
3458,"SURGERY, GENERAL",2009,2011
3458,"SURGERY, GENERAL VASCULAR",2012,2020
3459,INTERNAL MEDICINE,2009,2011
3459,"SURGERY, GENERAL VASCULAR",2014,2020
3460,FAMILY MEDICINE,2018,2020
3460,INTERNAL MEDICINE,2014,2017
3461,EMERGENCY MEDICINE,2018,2020
3461,FAMILY MEDICINE,2016,2017
3462,INTERNAL MEDICINE,2013,2020
3463,INTERNAL MEDICINE,2017,2020
3464,NURSE AIDE,2009,2013
3464,PHYSICIAN ASSISTANT,2014,2020
3465,FAMILY MEDICINE,2013,2020
3465,INTERNAL MEDICINE,2017,2017
3466,FAMILY MEDICINE,2016,2016
3466,INTERNAL MEDICINE,2012,2015
3467,PHYSICIAN ASSISTANT,2009,2020
3468,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2015,2020
3469,FAMILY MEDICINE,2009,2020
3470,INTERNAL MEDICINE,2012,2020
3471,FAMILY MEDICINE,2015,2020
3472,SURGERY OF THE HAND,2012,2020
3472,"SURGERY, HAND",2009,2011
3473,"SURGERY, GENERAL VASCULAR",2009,2020
3474,EMERGENCY MEDICINE,2019,2020
3475,INTERNAL MEDICINE,2009,2010
3475,RHEUMATOLOGY,2011,2020
3476,PHYSICIAN ASSISTANT,2009,2020
3477,INTERNAL MEDICINE,2010,2010
3477,"SURGERY, GENERAL",2009,2009
3478,EMERGENCY MEDICINE,2013,2020
3478,GENERAL PRACTICE,2009,2011
3480,FAMILY MEDICINE,2009,2020
3481,"SURGERY, GENERAL",2011,2012
3482,ALLERGY AND IMMUNOLOGY,2013,2016
3482,INTERNAL MEDICINE,2009,2012
3483,FAMILY MEDICINE,2009,2014
3484,INTERNAL MEDICINE,2009,2020
3485,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
3486,PHYSICIAN ASSISTANT,2009,2020
3487,EMERGENCY MEDICINE,2017,2020
3488,PHYSICIAN ASSISTANT,2018,2020
3489,INTERNAL MEDICINE,2012,2012
3489,RHEUMATOLOGY,2013,2014
3490,INTERNAL MEDICINE,2016,2020
3491,EMERGENCY MEDICINE,2019,2020
3492,FAMILY MEDICINE,2009,2020
3493,FAMILY MEDICINE,2009,2016
3494,INTERNAL MEDICINE,2014,2020
3495,FAMILY MEDICINE,2018,2020
3495,INTERNAL MEDICINE,2009,2017
3496,INTERNAL MEDICINE,2014,2020
3497,PHYSICIAN ASSISTANT,2013,2020
3498,FAMILY MEDICINE,2009,2020
3499,INTERNAL MEDICINE,2013,2014
3500,NURSE PRACTITIONER,2009,2012
3501,FAMILY MEDICINE,2019,2020
3501,INTERNAL MEDICINE,2015,2018
3502,VASCULAR & INTERVENTIONAL RADIOLOGY,2015,2020
3503,INFECTIOUS DISEASES,2012,2020
3503,INTERNAL MEDICINE,2009,2011
3504,EMERGENCY MEDICINE,2013,2015
3505,"ENDOCRINOLOGY, DIABETES & METABOLISM",2009,2020
3506,INTERNAL MEDICINE,2017,2020
3507,EMERGENCY MEDICINE,2017,2020
3507,INTERNAL MEDICINE,2009,2016
3508,ANESTHESIOLOGY,2013,2020
3509,FOOT & ANKLE SURGERY,2011,2020
3509,PODIATRIST,2009,2009
3510,PHYSICIAN ASSISTANT,2009,2019
3511,PHYSICIAN ASSISTANT,2009,2017
3512,GASTROENTEROLOGY,2017,2017
3513,FOOT & ANKLE SURGERY,2009,2020
3514,INTERNAL MEDICINE,2012,2014
3515,FAMILY MEDICINE,2017,2020
3516,PHYSICIAN ASSISTANT,2009,2020
3517,EMERGENCY MEDICINE,2009,2018
3518,FAMILY MEDICINE,2016,2020
3519,OBSTETRICS & GYNECOLOGY,2016,2019
3520,OBSTETRICS & GYNECOLOGY,2009,2019
3521,FAMILY MEDICINE,2017,2020
3522,UROLOGY,2009,2020
3523,INTERNAL MEDICINE,2010,2010
3523,"SURGERY, GENERAL",2009,2009
3524,EMERGENCY MEDICINE,2018,2020
3524,INTERNAL MEDICINE,2009,2017
3525,INTERNAL MEDICINE,2009,2014
3526,FAMILY MEDICINE,2009,2020
3527,PHYSICIAN ASSISTANT,2017,2020
3528,OBSTETRICS & GYNECOLOGY,2012,2020
3528,"SURGERY, ONCOLOGIC",2009,2011
3529,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2009,2020
3530,OPHTHALMOLOGY,2011,2020
3531,FAMILY MEDICINE,2018,2020
3531,INTERNAL MEDICINE,2014,2017
3532,PHYSICIAN ASSISTANT,2016,2020
3533,FAMILY MEDICINE,2009,2018
3534,EMERGENCY MEDICINE,2009,2020
3535,FAMILY MEDICINE,2015,2020
3536,NEPHROLOGY,2009,2020
3537,INTERNAL MEDICINE,2013,2015
3538,EMERGENCY MEDICINE,2013,2020
3539,FAMILY MEDICINE,2015,2020
3539,INTERNAL MEDICINE,2014,2014
3540,OBSTETRICS & GYNECOLOGY,2009,2017
3541,FAMILY MEDICINE,2009,2020
3542,NEPHROLOGY,2009,2020
3543,PHYSICIAN ASSISTANT,2009,2020
3544,FAMILY MEDICINE,2009,2020
3545,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
3546,INTERNAL MEDICINE,2010,2013
3547,INTERNAL MEDICINE,2011,2020
3548,INTERNAL MEDICINE,2011,2014
3549,PHYSICIAN ASSISTANT,2009,2019
3550,VASCULAR & INTERVENTIONAL RADIOLOGY,2009,2018
3551,CARDIOVASCULAR DISEASE,2009,2020
3552,FAMILY MEDICINE,2017,2020
3553,FAMILY MEDICINE,2009,2020
3554,INTERNAL MEDICINE,2012,2015
3555,INTERNAL MEDICINE,2009,2020
3556,FAMILY MEDICINE,2009,2020
3557,EMERGENCY MEDICINE,2009,2011
3558,INFECTIOUS DISEASES,2011,2020
3558,INTERNAL MEDICINE,2009,2011
3559,INTERNAL MEDICINE,2013,2018
3559,"ONCOLOGY, GYNECOLOGIC",2019,2020
3560,"SURGERY, GENERAL VASCULAR",2011,2020
3561,INTERNAL MEDICINE,2015,2016
3562,PHYSICAL MEDICINE & REHABILITATION,2009,2020
3563,EMERGENCY MEDICINE,2012,2014
3564,NEPHROLOGY,2015,2020
3565,FAMILY MEDICINE,2012,2018
3566,INTERNAL MEDICINE,2011,2019
3567,PHYSICIAN ASSISTANT,2011,2020
3568,PHYSICIAN ASSISTANT,2009,2020
3569,FAMILY MEDICINE,2012,2020
3570,FOOT & ANKLE SURGERY,2009,2020
3571,INTERNAL MEDICINE,2012,2020
3572,FAMILY MEDICINE,2018,2020
3573,EMERGENCY MEDICINE,2012,2020
3574,FAMILY MEDICINE,2010,2020
3575,EMERGENCY MEDICINE,2015,2019
3576,FAMILY MEDICINE,2009,2020
3577,ANESTHESIOLOGY,2013,2013
3577,"ANESTHESIOLOGY, PAIN MANAGEMENT",2014,2020
3578,INTERNAL MEDICINE,2015,2020
3579,FAMILY MEDICINE,2017,2017
3579,INTERNAL MEDICINE,2018,2019
3580,FAMILY MEDICINE,2012,2020
3580,OCCUPATIONAL MEDICINE,2009,2011
3581,INTERNAL MEDICINE,2009,2009
3581,PHYSICAL MEDICINE & REHABILITATION,2010,2020
3582,INTERNAL MEDICINE,2019,2019
3583,INTERNAL MEDICINE,2012,2020
3584,INTERNAL MEDICINE,2018,2019
3584,"SURGERY, GENERAL",2020,2020
3585,"ENDOCRINOLOGY, DIABETES & METABOLISM",2017,2020
3586,INTERNAL MEDICINE,2015,2020
3587,"ENDOCRINOLOGY, DIABETES & METABOLISM",2009,2010
3588,EMERGENCY MEDICINE,2012,2020
3589,FAMILY MEDICINE,2009,2015
3590,FAMILY MEDICINE,2018,2020
3590,INTERNAL MEDICINE,2014,2017
3591,OBSTETRICS & GYNECOLOGY,2009,2020
3592,INTERNAL MEDICINE,2009,2020
3593,OBSTETRICS & GYNECOLOGY,2009,2020
3594,FAMILY MEDICINE,2009,2012
3595,NURSE PRACTITIONER,2009,2020
3596,PHYSICIAN ASSISTANT,2009,2020
3597,FAMILY MEDICINE,2012,2020
3598,FAMILY MEDICINE,2010,2020
3599,PHYSICIAN ASSISTANT,2009,2020
3600,EMERGENCY MEDICINE,2009,2010
3601,NEURORADIOLOGY,2010,2020
3602,EMERGENCY MEDICINE,2010,2020
3603,EMERGENCY MEDICINE,2009,2020
3603,FAMILY MEDICINE,2018,2018
3604,"ANESTHESIOLOGY, PAIN MANAGEMENT",2009,2020
3605,EMERGENCY MEDICINE,2015,2017
3606,OBSTETRICS & GYNECOLOGY,2009,2020
3607,NURSE PRACTITIONER,2009,2017
3608,INTERNAL MEDICINE,2009,2020
3609,PLASTIC SURGERY WITHIN THE HEAD & NECK,2009,2020
3610,INTERNAL MEDICINE,2011,2014
3611,PHYSICIAN ASSISTANT,2017,2020
3612,FAMILY MEDICINE,2009,2020
3613,FAMILY MEDICINE,2015,2020
3613,INTERNAL MEDICINE,2014,2014
3614,FAMILY MEDICINE,2014,2020
3615,SURGERY OF THE HAND,2018,2020
3616,FAMILY MEDICINE,2015,2020
3617,FAMILY MEDICINE,2009,2020
3618,INTERNAL MEDICINE,2014,2014
3618,NEUROMUSCULOSKELETAL MEDICINE & OMM,2015,2016
3619,CARDIOVASCULAR DISEASE,2019,2020
3619,INTERNAL MEDICINE,2017,2018
3620,NURSE PRACTITIONER,2009,2012
3621,OBSTETRICS & GYNECOLOGY,2009,2020
3622,FAMILY MEDICINE,2009,2020
3623,INTERNAL MEDICINE,2009,2020
3624,FAMILY MEDICINE,2015,2018
3624,INTERNAL MEDICINE,2014,2014
3625,EMERGENCY MEDICINE,2018,2020
3626,PEDIATRICS,2009,2015
3627,FAMILY MEDICINE,2009,2014
3627,INTERNAL MEDICINE,2017,2017
3627,PULMONARY DISEASES,2018,2020
3628,FOOT & ANKLE SURGERY,2009,2020
3629,INTERNAL MEDICINE,2013,2017
3629,"SURGERY, GENERAL",2015,2016
3630,FAMILY MEDICINE,2013,2013
3630,INTERNAL MEDICINE,2009,2011
3631,FAMILY MEDICINE,2014,2020
3632,PHYSICAL MEDICINE & REHABILITATION,2009,2020
3633,PHYSICAL MEDICINE & REHABILITATION,2009,2017
3634,FAMILY MEDICINE,2009,2020
3635,PHYSICIAN ASSISTANT,2009,2020
3635,REGISTERED NURSE,2015,2015
3636,FAMILY MEDICINE,2015,2020
3637,FAMILY MEDICINE,2018,2020
3638,PHYSICIAN ASSISTANT,2013,2018
3639,EMERGENCY MEDICINE,2011,2016
3640,FAMILY MEDICINE,2014,2020
3640,INTERNAL MEDICINE,2010,2013
3641,PHYSICAL MEDICINE & REHABILITATION,2009,2020
3642,EMERGENCY MEDICINE,2016,2020
3642,GENERAL PRACTICE,2013,2016
3643,INTERNAL MEDICINE,2013,2013
3643,PULMONARY DISEASES,2011,2020
3644,FAMILY MEDICINE,2009,2020
3645,EMERGENCY MEDICINE,2014,2017
3646,FAMILY MEDICINE,2011,2020
3647,INTERNAL MEDICINE,2009,2011
3648,INTERNAL MEDICINE,2017,2020
3649,INTERNAL MEDICINE,2014,2016
3650,UROLOGY,2009,2020
3651,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2013
3652,FAMILY MEDICINE,2009,2020
3653,GENERAL PRACTICE,2015,2017
3653,INTERNAL MEDICINE,2014,2017
3654,NURSE PRACTITIONER,2013,2020
3655,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
3656,EMERGENCY MEDICINE,2010,2020
3657,INTERNAL MEDICINE,2009,2010
3658,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2009,2020
3659,ANESTHESIOLOGY,2009,2020
3660,PLASTIC & RECONSTRUCTIVE SURGERY,2016,2016
3660,SURGERY OF THE HAND,2017,2020
3661,FAMILY MEDICINE,2009,2020
3662,NURSE PRACTITIONER,2009,2016
3663,EMERGENCY MEDICINE,2015,2018
3664,FAMILY MEDICINE,2009,2020
3665,"ANESTHESIOLOGY, PAIN MANAGEMENT",2015,2020
3666,NURSE AIDE,2009,2016
3666,PHYSICIAN ASSISTANT,2017,2020
3667,INTERNAL MEDICINE,2016,2019
3668,PHYSICIAN ASSISTANT,2017,2020
3669,EMERGENCY MEDICINE,2018,2020
3670,PHYSICIAN ASSISTANT,2011,2020
3671,GENERAL PRACTICE,2009,2012
3671,OBSTETRICS & GYNECOLOGY,2012,2020
3672,EMERGENCY MEDICINE,2009,2009
3673,NEUROMUSCULOSKELETAL MEDICINE & OMM,2013,2015
3674,EMERGENCY MEDICINE,2009,2010
3674,FAMILY MEDICINE,2010,2012
3675,FOOT & ANKLE SURGERY,2009,2020
3676,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
3677,ANESTHESIOLOGY,2009,2020
3678,FAMILY MEDICINE,2011,2020
3679,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
3680,OPHTHALMOLOGY,2009,2020
3681,PHYSICIAN ASSISTANT,2009,2016
3682,FAMILY MEDICINE,2009,2020
3683,"SURGERY, GENERAL",2009,2010
3684,GENERAL PRACTICE,2009,2011
3684,OCCUPATIONAL MEDICINE,2012,2015
3685,INTERNAL MEDICINE,2017,2020
3686,INTERNAL MEDICINE,2016,2020
3687,PHYSICIAN ASSISTANT,2017,2020
3688,INTERNAL MEDICINE,2009,2010
3689,ORTHOPAEDIC SURGERY,2016,2016
3689,"SURGERY, ORTHOPAEDIC, SPINE",2017,2020
3690,INTERNAL MEDICINE,2012,2017
3691,INTERNAL MEDICINE,2009,2020
3692,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2019
3693,"SURGERY, NEUROLOGICAL",2009,2012
3694,FAMILY MEDICINE,2018,2020
3695,INTERNAL MEDICINE,2017,2020
3696,INTERNAL MEDICINE,2010,2011
3697,INTERNAL MEDICINE,2009,2011
3697,"SURGERY, GENERAL",2010,2010
3698,PHYSICIAN ASSISTANT,2019,2020
3699,PHYSICIAN ASSISTANT,2009,2020
3700,EMERGENCY MEDICINE,2016,2018
3701,FAMILY MEDICINE,2009,2020
3702,EMERGENCY MEDICINE,2009,2020
3703,OBSTETRICS & GYNECOLOGY,2009,2020
3704,RADIATION ONCOLOGY,2015,2018
3705,FAMILY MEDICINE,2012,2020
3706,NURSE PRACTITIONER,2015,2020
3706,REGISTERED NURSE,2011,2014
3707,FAMILY MEDICINE,2009,2020
3708,EMERGENCY MEDICINE,2012,2014
3709,NURSE PRACTITIONER,2009,2009
3709,REGISTERED NURSE,2010,2020
3710,EMERGENCY MEDICINE,2017,2020
3710,INTERNAL MEDICINE,2009,2016
3711,FAMILY MEDICINE,2018,2020
3712,CARDIOVASCULAR DISEASE,2009,2020
3713,NURSE PRACTITIONER,2009,2020
3714,INTERNAL MEDICINE,2015,2020
3715,FAMILY MEDICINE,2009,2015
3716,INTERNAL MEDICINE,2009,2020
3717,INTERNAL MEDICINE,2011,2014
3718,INTERNAL MEDICINE,2009,2011
3719,EMERGENCY MEDICINE,2009,2020
3720,FAMILY MEDICINE,2009,2010
3720,INTERNAL MEDICINE,2011,2020
3721,FAMILY MEDICINE,2013,2020
3721,INTERNAL MEDICINE,2009,2012
3722,EMERGENCY MEDICINE,2009,2020
3723,INTERNAL MEDICINE,2010,2017
3724,PHYSICIAN ASSISTANT,2013,2020
3725,PHYSICIAN ASSISTANT,2009,2020
3726,INTERNAL MEDICINE,2016,2017
3727,EMERGENCY MEDICINE,2009,2020
3728,INTERNAL MEDICINE,2010,2020
3729,INTERNAL MEDICINE,2019,2020
3730,INTERNAL MEDICINE,2010,2011
3730,PULMONARY DISEASES,2012,2014
3731,FAMILY MEDICINE,2013,2020
3732,FAMILY MEDICINE,2009,2020
3733,FAMILY MEDICINE,2014,2014
3733,GASTROENTEROLOGY,2015,2020
3734,FAMILY MEDICINE,2017,2020
3735,EMERGENCY MEDICINE,2013,2020
3736,ANESTHESIOLOGY,2009,2014
3737,EMERGENCY MEDICINE,2016,2020
3738,FAMILY MEDICINE,2009,2017
3739,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2009,2020
3740,EMERGENCY MEDICINE,2016,2018
3741,FAMILY MEDICINE,2009,2020
3742,FAMILY MEDICINE,2010,2011
3743,FAMILY MEDICINE,2011,2020
3744,OTOLARYNGOLOGY,2013,2018
3744,PLASTIC SURGERY WITHIN THE HEAD & NECK,2009,2020
3745,EMERGENCY MEDICINE,2009,2020
3746,GENERAL PRACTICE,2009,2009
3746,INTERNAL MEDICINE,2009,2020
3747,PHYSICIAN ASSISTANT,2015,2020
3748,GASTROENTEROLOGY,2019,2020
3748,INTERNAL MEDICINE,2016,2019
3749,OBSTETRICS & GYNECOLOGY,2009,2020
3750,EMERGENCY MEDICINE,2016,2020
3751,FAMILY MEDICINE,2009,2020
3752,UROLOGY,2010,2020
3753,"SURGERY, GENERAL",2009,2020
3754,FOOT & ANKLE SURGERY,2009,2017
3756,FAMILY MEDICINE,2009,2011
3756,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
3756,INTERNAL MEDICINE,2012,2017
3757,ANESTHESIOLOGY,2009,2020
3758,PHYSICAL MEDICINE & REHABILITATION,2009,2020
3759,CARDIOVASCULAR DISEASE,2009,2020
3760,PHYSICIAN ASSISTANT,2009,2009
3761,INTERNAL MEDICINE,2015,2019
3762,DERMATOLOGY,2020,2020
3762,INTERNAL MEDICINE,2015,2019
3763,ANESTHESIOLOGY,2009,2020
3764,INTERNAL MEDICINE,2014,2016
3765,EMERGENCY MEDICINE,2012,2020
3766,FOOT & ANKLE SURGERY,2009,2013
3767,FAMILY MEDICINE,2009,2020
3768,FAMILY MEDICINE,2017,2020
3768,INTERNAL MEDICINE,2013,2016
3769,OBSTETRICS & GYNECOLOGY,2009,2017
3770,FOOT & ANKLE SURGERY,2012,2016
3771,UROLOGY,2009,2020
3772,INTERNAL MEDICINE,2010,2016
3773,FAMILY MEDICINE,2009,2009
3773,INTERNAL MEDICINE,2010,2012
3774,EMERGENCY MEDICINE,2012,2020
3774,FAMILY MEDICINE,2019,2019
3774,"RADIOLOGY, BODY IMAGING",2009,2011
3775,PLASTIC SURGERY WITHIN THE HEAD & NECK,2009,2020
3776,FAMILY MEDICINE,2010,2011
3777,OPHTHALMOLOGY,2013,2020
3778,NURSE PRACTITIONER,2012,2013
3778,PHYSICIAN ASSISTANT,2014,2020
3779,FAMILY MEDICINE,2011,2020
3780,"SURGERY, GENERAL",2011,2013
3781,OBSTETRICS & GYNECOLOGY,2009,2020
3782,EMERGENCY MEDICINE,2009,2020
3783,INTERNAL MEDICINE,2015,2016
3783,"SURGERY, GENERAL",2017,2020
3784,OBSTETRICS & GYNECOLOGY,2012,2020
3785,OBSTETRICS & GYNECOLOGY,2012,2016
3786,EMERGENCY MEDICINE,2010,2012
3787,INTERNAL MEDICINE,2014,2019
3788,INTERNAL MEDICINE,2016,2018
3789,NEUROMUSCULOSKELETAL MEDICINE & OMM,2016,2018
3790,INTERNAL MEDICINE,2014,2015
3791,INTERNAL MEDICINE,2012,2020
3792,FAMILY MEDICINE,2009,2009
3792,INTERNAL MEDICINE,2010,2014
3793,ANESTHESIOLOGY,2009,2020
3794,INTERNAL MEDICINE,2009,2020
3795,GENERAL PRACTICE,2009,2011
3795,PLASTIC SURGERY WITHIN THE HEAD & NECK,2012,2018
3796,RHEUMATOLOGY,2013,2020
3797,INTERNAL MEDICINE,2009,2020
3798,FAMILY MEDICINE,2015,2020
3799,OBSTETRICS & GYNECOLOGY,2009,2020
3800,INTERNAL MEDICINE,2013,2014
3801,OBSTETRICS & GYNECOLOGY,2009,2020
3802,FAMILY MEDICINE,2009,2020
3803,INTERNAL MEDICINE,2009,2012
3804,FAMILY MEDICINE,2017,2020
3805,FAMILY MEDICINE,2014,2014
3805,INTERNAL MEDICINE,2009,2013
3806,INTERNAL MEDICINE,2011,2012
3807,INTERNAL MEDICINE,2017,2020
3808,PHYSICIAN ASSISTANT,2014,2020
3809,INTERNAL MEDICINE,2009,2012
3810,FAMILY MEDICINE,2016,2020
3811,EMERGENCY MEDICINE,2009,2020
3812,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2009,2020
3813,FOOT & ANKLE SURGERY,2015,2020
3813,PODIATRIST,2010,2012
3814,INTERNAL MEDICINE,2011,2013
3815,INFECTIOUS DISEASES,2017,2020
3815,INTERNAL MEDICINE,2010,2016
3816,ALLERGY AND IMMUNOLOGY,2017,2020
3816,FAMILY MEDICINE,2013,2016
3817,FAMILY MEDICINE,2018,2020
3817,INTERNAL MEDICINE,2014,2017
3818,OBSTETRICS & GYNECOLOGY,2009,2020
3819,FAMILY MEDICINE,2017,2020
3820,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2009,2020
3821,EMERGENCY MEDICINE,2015,2020
3822,EMERGENCY MEDICINE,2009,2019
3823,PHYSICIAN ASSISTANT,2018,2020
3824,FAMILY MEDICINE,2018,2020
3825,FAMILY MEDICINE,2009,2020
3826,EMERGENCY MEDICINE,2013,2020
3827,PHYSICIAN ASSISTANT,2013,2020
3828,INTERNAL MEDICINE,2009,2014
3829,EMERGENCY MEDICINE,2017,2020
3830,FAMILY MEDICINE,2019,2020
3830,INTERNAL MEDICINE,2014,2018
3831,INTERNAL MEDICINE,2009,2014
3832,INTERNAL MEDICINE,2009,2010
3832,PULMONARY DISEASES,2011,2020
3833,PHYSICIAN ASSISTANT,2009,2012
3834,PHYSICIAN ASSISTANT,2013,2015
3835,INTERNAL MEDICINE,2018,2020
3836,PLASTIC SURGERY WITHIN THE HEAD & NECK,2009,2020
3837,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
3838,EMERGENCY MEDICINE,2016,2020
3839,INTERNAL MEDICINE,2014,2019
3839,THORACIC SURGERY,2018,2020
3840,PHYSICIAN ASSISTANT,2017,2020
3841,NEUROMUSCULOSKELETAL MEDICINE & OMM,2013,2020
3843,PHYSICIAN ASSISTANT,2010,2020
3844,FAMILY MEDICINE,2016,2020
3846,EMERGENCY MEDICINE,2016,2020
3847,INTERNAL MEDICINE,2012,2020
3848,EMERGENCY MEDICINE,2009,2020
3849,INTERNAL MEDICINE,2011,2015
3850,HEMATOLOGY AND ONCOLOGY,2020,2020
3850,INTERNAL MEDICINE,2013,2019
3851,INTERNAL MEDICINE,2014,2015
3852,INTERNAL MEDICINE,2017,2020
3853,INTERNAL MEDICINE,2012,2018
3854,EMERGENCY MEDICINE,2018,2020
3854,INTERNAL MEDICINE,2017,2017
3855,INTERNAL MEDICINE,2019,2020
3856,GENERAL PRACTICE,2009,2015
3856,"SURGERY, GENERAL",2015,2020
3857,INTERNAL MEDICINE,2016,2017
3858,INTERNAL MEDICINE,2009,2020
3859,FAMILY MEDICINE,2017,2017
3859,INTERNAL MEDICINE,2013,2016
3860,FAMILY MEDICINE,2009,2020
3861,INTERNAL MEDICINE,2009,2020
3861,"RADIOLOGY, BODY IMAGING",2011,2011
3862,PLASTIC SURGERY WITHIN THE HEAD & NECK,2009,2017
3863,EMERGENCY MEDICINE,2009,2013
3864,OCCUPATIONAL MEDICINE,2009,2020
3865,FAMILY MEDICINE,2013,2020
3866,INTERNAL MEDICINE,2013,2020
3867,INTERNAL MEDICINE,2009,2014
3868,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
3869,NURSE PRACTITIONER,2009,2020
3870,EMERGENCY MEDICINE,2009,2020
3871,INTERNAL MEDICINE,2009,2020
3872,INTERNAL MEDICINE,2011,2020
3873,"SURGERY, GENERAL",2010,2020
3874,UROLOGY,2016,2020
3875,FAMILY MEDICINE,2009,2020
3876,EMERGENCY MEDICINE,2009,2012
3877,FAMILY MEDICINE,2018,2020
3877,INTERNAL MEDICINE,2014,2017
3878,"SURGERY, NEUROLOGICAL",2009,2020
3879,PHYSICIAN ASSISTANT,2009,2020
3880,FAMILY MEDICINE,2009,2020
3881,INTERNAL MEDICINE,2016,2018
3881,NEPHROLOGY,2019,2020
3882,PHYSICAL THERAPIST,2009,2020
3883,EMERGENCY MEDICINE,2017,2020
3884,INTERNAL MEDICINE,2009,2020
