physid,birth_yr,employment_yr,termination_yr,female,ETHNICITY,JOB_TITLE,firstencyr,lastencyr,encyrs,PATCT,patperyr
2089,1972,2011,,0,WHITE,IM ONCOLOGY AND HEMATOLOGY,2011,2020,10,3239,323.9
2090,1958,1988,,0,ASIAN,INTERNIST,2004,2020,17,11843,696.64705882
2091,1964,1994,,0,ASIAN,COLORECTAL SURGEON,2004,2020,17,5568,327.52941176
2092,1982,2011,,0,ASIAN,IM HOSPITALIST,2009,2012,4,315,78.75
2093,1973,2012,,0,ASIAN,IM HOSPITALIST,2012,2013,2,1218,609
2094,1982,2015,2017,1,AMINDN,PHYSICIAN ASST,2015,2017,3,6800,2266.6666667
2095,1980,2012,,0,WHITE,,2009,2012,4,861,215.25
2096,1957,2015,,1,BLACK,INTERNIST,2015,2020,6,7429,1238.1666667
2097,1959,1989,,0,BLACK,EMERGENTOLOGIST,2015,2015,1,2,2
2098,1977,2008,,0,ASIAN,"GERIATRICS,PALLIATIVE&CONTCARE",2008,2019,12,828,69
2099,1965,1995,,0,ASIAN,INTERNIST,2004,2020,17,14317,842.17647059
2100,1970,2002,,1,WHITE,URGENT CARE SPECIALIST,2004,2020,17,39167,2303.9411765
2101,1974,2007,,1,ASIAN,INTERNIST,2007,2020,14,7941,567.21428571
2102,1959,2005,,0,ASIAN,"GERIATRICS,PALLIATIVE&CONTCARE",2017,2019,3,18,6
2103,1952,1993,2016,0,WHITE,INTERNIST,2004,2015,12,5043,420.25
2104,1981,,2014,1,,,2014,2014,1,41,41
2105,1962,1993,,0,HISPAN,INTERNIST,2004,2020,17,22044,1296.7058824
2106,1980,2015,,1,HISPAN,FAMILY PRACTICE SPECIALIST,2012,2020,9,8509,945.44444444
2107,1957,1988,,0,ASIAN,INTERNIST,2004,2020,17,7893,464.29411765
2108,1976,2010,,0,HISPAN,IM HOSPITALIST,2018,2019,2,20,10
2109,1962,2001,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2018,15,8094,539.6
2110,1982,2011,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2011,2020,10,11187,1118.7
2111,1970,1999,,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,19199,1129.3529412
2112,1974,2003,,0,WHITE,EMERGENCY MEDICINE,,,,,
2113,1974,2006,2009,1,WHITE,RESIDENT PHYSICIAN,2006,2009,4,910,227.5
2114,1948,1975,,0,WHITE,"GERIATRICS,PALLIATIVE&CONTCARE",2017,2020,4,155,38.75
2115,1960,2001,,1,ASIAN,IM HOSPITALIST,2004,2017,14,1577,112.64285714
2116,1979,2011,,0,ASIAN,GENERAL SURGEON,2009,2020,12,7477,623.08333333
2117,1984,2011,2013,1,WHITE,RESIDENT PHYSICIAN,2011,2013,3,274,91.333333333
2118,1965,1998,,1,WHITE,GENERAL SURGEON,2004,2020,17,5251,308.88235294
2119,1974,2003,,1,ASIAN,INPT PHARMACIST SPECIAL,,,,,
2120,1967,2007,,1,ASIAN,IM HOSPITALIST,,,,,
2121,1969,2003,,1,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2004,2020,17,3038,178.70588235
2122,1984,2018,,1,WHITE,IM HOSPITALIST,2013,2016,4,420,105
2123,1955,1984,,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,17468,1027.5294118
2124,1965,2012,,0,ASIAN,,2004,2011,8,2609,326.125
2125,1976,2008,,1,WHITE,INTERNIST,2008,2020,13,12889,991.46153846
2126,1957,1997,,0,WHITE,GASTROENTEROLOGIST,2004,2020,17,11843,696.64705882
2127,1947,1989,2014,0,WHITE,,2004,2013,10,2489,248.9
2128,1974,2006,,0,ASIAN,IM HOSPITALIST,2006,2007,2,658,329
2129,1945,1987,,0,HISPAN,EMERGENTOLOGIST,2005,2020,16,20108,1256.75
2130,1979,2017,,0,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2017,2020,4,1578,394.5
2131,1957,1994,,0,ASIAN,GENERAL SURGEON,2004,2020,17,8230,484.11764706
2132,1958,1994,,0,WHITE,INTERNIST,2004,2020,17,10567,621.58823529
2133,1981,2011,,1,BLACK,IM ONCOLOGY AND HEMATOLOGY,2009,2020,12,1508,125.66666667
2134,1970,2009,2011,0,WHITE,COLORECTAL SURGEON,2009,2011,3,1093,364.33333333
2135,1968,2002,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,18914,1112.5882353
2136,1967,1998,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,12969,762.88235294
2137,1953,1988,2019,0,WHITE,"GERIATRICS,PALLIATIVE&CONTCARE",,,,,
2138,1969,2013,,1,HISPAN,FAMILY PRACTICE SPECIALIST,2013,2020,8,7751,968.875
2139,1968,2000,,0,ASIAN,INTERNIST,2004,2020,17,10819,636.41176471
2140,1980,2012,2014,1,WHITE,FAMILY PRACTICE SPECIALIST,2009,2014,6,3208,534.66666667
2141,1964,1997,,0,ASIAN,GASTROENTEROLOGIST,2004,2020,17,11801,694.17647059
2142,1947,1985,2013,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2012,9,4731,525.66666667
2143,1962,1996,,0,ASIAN,INTERNIST,2004,2020,17,18702,1100.1176471
2144,1978,2010,,0,ASIAN,IM HOSPITALIST,2011,2017,7,1115,159.28571429
2145,1977,2013,2013,1,ASIAN,,2011,2013,3,914,304.66666667
2146,,,,0,,,,,,,
2147,1984,2015,,1,ASIAN,IM HOSPITALIST,,,,,
2148,1962,2005,,1,ASIAN,INTERNIST,2005,2020,16,8812,550.75
2149,1960,1991,,0,WHITE,GASTROENTEROLOGIST,2004,2020,17,15009,882.88235294
2150,1967,1996,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,44949,2644.0588235
2151,1969,2018,,0,WHITE,GASTROENTEROLOGIST,2018,2020,3,2515,838.33333333
2152,1958,1988,,0,ASIAN,IM HOSPITALIST,2005,2005,1,10,10
2153,1979,2015,,0,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2015,2020,6,2114,352.33333333
2154,1960,1989,,0,WHITE,"GERIATRICS,PALLIATIVE&CONTCARE",2011,2019,9,258,28.666666667
2155,1965,1997,,1,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,9124,536.70588235
2156,1956,1988,,0,BLACK,INTERNIST,2004,2020,17,6557,385.70588235
2157,1960,1988,2019,1,WHITE,"GERIATRICS,PALLIATIVE&CONTCARE",2004,2005,2,1028,514
2158,1989,2016,2017,1,ASIAN,RESIDENT PHYSICIAN,,,,,
2159,1965,2001,,1,ASIAN,IM HOSPITALIST,2004,2006,3,49,16.333333333
2160,1982,,2014,1,,,,,,,
2161,1953,1989,,1,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,25205,1482.6470588
2162,1971,2000,,1,ASIAN,"GERIATRICS,PALLIATIVE&CONTCARE",2013,2019,7,509,72.714285714
2163,1969,1999,,1,WHITE,GENERAL SURGEON,2004,2020,17,4615,271.47058824
2164,1966,1996,,1,AMINDN,IM HOSPITALIST,2004,2017,14,1260,90
2165,1965,2000,,1,ASIAN,OBSTETRICIAN GYNECOLOGIST,2004,2020,17,8830,519.41176471
2166,1969,1998,,0,BLACK,INTERNIST,2004,2020,17,4718,277.52941176
2167,1972,2018,,1,BLACK,,2010,2015,6,2494,415.66666667
2168,1964,2008,2012,0,ASIAN,INTERNIST,,,,,
2169,1989,2014,,0,ASIAN,RESIDENT PHYSICIAN,2014,2020,7,388,55.428571429
2170,1981,2014,,0,WHITE,FAMILY PRACTICE SPECIALIST,2013,2020,8,9123,1140.375
2171,1983,2012,,1,WHITE,RADIATION ONCOLOGIST,2013,2020,8,2254,281.75
2172,1951,1978,,0,WHITE,"GERIATRICS,PALLIATIVE&CONTCARE",2004,2010,7,1608,229.71428571
2173,1962,1998,,1,WHITE,GENERAL SURGEON,2004,2020,17,8510,500.58823529
2174,1986,2018,,1,ASIAN,RESIDENT PHYSICIAN,2018,2020,3,147,49
2175,1970,2008,,1,WHITE,FAMILY PRACTICE SPECIALIST,2008,2020,13,13810,1062.3076923
2176,1986,2019,,1,ASIAN,ANESTHESIOLOGY PAIN MANAGEMENT,2019,2020,2,490,245
2177,1977,2005,,1,ASIAN,IM HOSPITALIST,2006,2006,1,5,5
2178,1959,2010,,1,WHITE,EMERGENTOLOGIST,,,,,
2179,1975,2010,2011,0,ASIAN,GENERAL SURGEON,2010,2011,2,874,437
2180,1974,2014,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2014,2020,7,11988,1712.5714286
2181,1949,1978,,0,WHITE,RETINAL SURGEON,2004,2019,16,8635,539.6875
2182,1971,2012,2013,1,ASIAN,,2012,2012,1,150,150
2183,1984,2017,,1,ASIAN,RADIATION ONCOLOGIST,2015,2019,5,1450,290
2184,1973,2002,,1,ASIAN,INTERNIST,2004,2020,17,7990,470
2185,1969,2005,,0,WHITE,GASTROENTEROLOGIST,2005,2020,16,11815,738.4375
2186,1946,1998,2012,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2011,8,10157,1269.625
2187,1967,2001,,0,ASIAN,GENERAL SURGEON,2004,2020,17,7250,426.47058824
2188,1975,2007,2018,0,WHITE,GENERAL SURGEON,2007,2018,12,5743,478.58333333
2189,1980,2009,,0,ASIAN,IM HOSPITALIST,,,,,
2190,1971,2005,,0,ASIAN,IM HOSPITALIST,2005,2006,2,449,224.5
2191,1953,1985,,1,WHITE,PHYSICIAN ASST II,2005,2020,16,6412,400.75
2192,1972,2003,2012,0,WHITE,INTERNIST,2004,2005,2,75,37.5
2193,1966,1998,,0,WHITE,GENERAL SURGEON,2006,2020,15,7977,531.8
2194,1973,2003,,0,ASIAN,IM HOSPITALIST,2004,2008,5,6417,1283.4
2195,1985,2015,2018,1,WHITE,INTERNIST,2015,2018,4,3258,814.5
2196,1954,2008,,1,ASIAN,INTERNIST,2008,2020,13,10297,792.07692308
2197,1980,2016,,1,WHITE,IM ONCOLOGY AND HEMATOLOGY,2015,2020,6,2086,347.66666667
2198,1954,1981,2017,1,WHITE,FAMILY PRACTICE SPECIALIST,2004,2016,13,13848,1065.2307692
2199,1982,2010,2013,0,ASIAN,RESIDENT PHYSICIAN,2011,2013,3,231,77
2200,1981,2011,2012,1,WHITE,RESIDENT PHYSICIAN,,,,,
2201,1973,2006,2020,0,WHITE,GENERAL SURGEON,2006,2019,14,3344,238.85714286
2202,1960,2005,,1,ASIAN,PHYSICIAN ASST II,2005,2020,16,6020,376.25
2203,1971,2005,,0,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2005,2020,16,5958,372.375
2204,1951,1981,2016,1,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2016,13,12633,971.76923077
2205,1969,2000,,1,WHITE,GENERAL SURGEON,2004,2020,17,3586,210.94117647
2206,1967,1997,,1,ASIAN,GENERAL SURGEON,2004,2020,17,7990,470
2207,1978,2008,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2005,2020,16,14613,913.3125
2208,1961,1996,,0,ASIAN,SURGERY GENERAL,2004,2020,17,9960,585.88235294
2209,1979,2012,,0,WHITE,EMERGENTOLOGIST,2011,2015,5,119,23.8
2210,1964,2009,,0,WHITE,FAMILY PRACTICE SPECIALIST,2009,2020,12,15564,1297
2211,1962,2006,2010,0,HISPAN,COLORECTAL SURGEON,2006,2009,4,1576,394
2212,1970,2010,,1,WHITE,FAMILY PRACTICE SPECIALIST,2007,2020,14,12497,892.64285714
2213,1980,2013,,0,ASIAN,GASTROENTEROLOGIST,2013,2020,8,7245,905.625
2214,1969,2007,,0,BLACK,FAMILY PRACTICE SPECIALIST,2007,2020,14,21386,1527.5714286
2215,1968,2002,,1,WHITE,GASTROENTEROLOGIST,2004,2020,17,13048,767.52941176
2216,1954,1989,2019,0,WHITE,IM HOSPITALIST,2005,2005,1,20,20
2217,1968,2006,,1,ASIAN,IM HOSPITALIST,2006,2006,1,168,168
2218,1961,1988,,0,WHITE,IM HOSPITALIST,,,,,
2219,1983,2015,,0,WHITE,VASCULAR SURGEON,2015,2020,6,2079,346.5
2220,1985,2011,2012,0,WHITE,RESIDENT PHYSICIAN,2011,2012,2,166,83
2221,1976,2010,2010,0,WHITE,GENERAL SURGEON,2008,2010,3,151,50.333333333
2222,1960,1994,,0,WHITE,ORTHOPEDIST,2004,2020,17,14997,882.17647059
2223,1959,1988,,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,24176,1422.1176471
2224,1959,1996,2014,0,WHITE,PHYSCN ASST I,2004,2014,11,24067,2187.9090909
2225,1979,2010,,1,ASIAN,IM HOSPITALIST,,,,,
2226,1958,1989,2017,0,ASIAN,INTERNIST,2004,2017,14,7015,501.07142857
2227,1952,1980,,1,AMINDN,NURSE PRACTITIONER Y6,2004,2020,17,23173,1363.1176471
2228,1977,2007,2012,0,HISPAN,RESIDENT PHYSICIAN,2007,2012,6,832,138.66666667
2229,1977,2009,,1,ASIAN,RADIATION ONCOLOGIST,2010,2020,11,3769,342.63636364
2230,1953,1984,2013,1,ASIAN,,2004,2013,10,1009,100.9
2231,1969,2012,,1,WHITE,FAMILY PRACTICE SPECIALIST,2012,2020,9,9920,1102.2222222
2232,1959,2007,,0,WHITE,IM HOSPITALIST,2007,2007,1,3,3
2233,1969,2002,,0,WHITE,PHYSICIAN ASST II,2004,2020,17,54450,3202.9411765
2234,1971,2000,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,14095,829.11764706
2235,1945,2001,2019,1,WHITE,FAMILY PRACTICE SPECIALIST,2007,2018,12,16727,1393.9166667
2236,1987,2014,,0,WHITE,RESIDENT PHYSICIAN,2014,2020,7,444,63.428571429
2237,1976,2009,,0,WHITE,PHYSICIAN ASST II,2009,2020,12,5417,451.41666667
2238,1967,1996,,1,WHITE,EMERGENTOLOGIST,,,,,
2239,1975,2007,,0,WHITE,IM HOSPITALIST,2006,2009,4,278,69.5
2240,1962,1991,,0,HISPAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,21745,1279.1176471
2241,1958,1996,,0,HISPAN,IM HOSPITALIST,2004,2006,3,97,32.333333333
2242,1961,1998,,1,HISPAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,11575,680.88235294
2243,1969,2001,2014,1,WHITE,FAMILY PRACTICE SPECIALIST,2004,2014,11,5698,518
2244,1961,1995,2019,0,WHITE,IM ONCOLOGY AND HEMATOLOGY,2004,2019,16,4809,300.5625
2245,1959,1990,,0,ASIAN,SURGERY GENERAL,2004,2020,17,8046,473.29411765
2246,1962,1998,,1,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2004,2020,17,3363,197.82352941
2247,1975,2007,2015,1,WHITE,GASTROENTEROLOGIST,2007,2015,9,7242,804.66666667
2248,1980,2009,,0,WHITE,FAMILY PRACTICE SPECIALIST,2006,2019,14,15406,1100.4285714
2249,1983,2011,2012,1,WHITE,RESIDENT PHYSICIAN,2011,2012,2,125,62.5
2250,1949,1985,,0,WHITE,VASCULAR SURGEON,2004,2020,17,5189,305.23529412
2251,1970,2000,2016,1,WHITE,FAMILY PRACTICE SPECIALIST,2004,2016,13,12029,925.30769231
2252,1974,2014,,1,WHITE,COLORECTAL SURGEON,2014,2020,7,2227,318.14285714
2253,1972,2007,,0,ASIAN,INTERNIST,2007,2020,14,13029,930.64285714
2254,1981,2012,,0,ASIAN,IM HOSPITALIST,,,,,
2255,1975,2007,,1,ASIAN,INTERNIST,2007,2020,14,9762,697.28571429
2256,1968,2001,,0,ASIAN,GENERAL SURGEON,2004,2020,17,6498,382.23529412
2257,1984,2016,,0,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2015,2020,6,1340,223.33333333
2258,1967,2002,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2006,2020,15,16841,1122.7333333
2259,1969,2010,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2010,2020,11,14499,1318.0909091
2260,1977,2014,,1,ASIAN,INTERNIST,2014,2020,7,6195,885
2261,,,,1,,,,,,,
2262,1968,2004,2018,1,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2004,2016,13,3094,238
2263,1984,2018,,0,WHITE,,2012,2018,7,573,81.857142857
2264,1965,2000,,0,ASIAN,IM HOSPITALIST,,,,,
2265,1980,2011,,0,HISPAN,FAMILY PRACTICE SPECIALIST,2011,2020,10,9104,910.4
2266,1968,2006,,0,ASIAN,GASTROENTEROLOGIST,2006,2020,15,14573,971.53333333
2267,1955,1987,,0,WHITE,GASTROENTEROLOGIST,2004,2020,17,18098,1064.5882353
2268,1982,2013,,1,ASIAN,INTERNIST,2013,2020,8,3973,496.625
2269,1969,,2012,0,,,2012,2012,1,305,305
2270,1952,1983,2017,0,WHITE,GENERAL SURGEON,2004,2017,14,9646,689
2271,1976,2006,,1,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2008,2020,13,2552,196.30769231
2272,1964,1997,,0,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2004,2020,17,5913,347.82352941
2273,1952,1983,2013,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2012,9,7620,846.66666667
2274,1970,2002,,0,WHITE,RADIATION ONCOLOGY,2004,2020,17,7665,450.88235294
2275,1970,2006,2011,1,ASIAN,INTERNIST,,,,,
2276,1973,2006,,1,WHITE,GENERAL SURGEON,2006,2020,15,8214,547.6
2277,1982,2011,,1,WHITE,PHYSICIAN ASST II,2011,2020,10,4208,420.8
2278,1981,2010,2011,1,WHITE,RESIDENT PHYSICIAN,,,,,
2279,1976,2011,,0,ASIAN,GASTROENTEROLOGIST,2011,2020,10,10653,1065.3
2280,1976,2011,2014,0,ASIAN,SURGICAL ONCOLOGIST,2011,2014,4,1216,304
2281,1973,2010,2015,1,ASIAN,NURSE PRACTITIONER Y6,2010,2014,5,756,151.2
2282,1983,2016,,1,WHITE,IM HOSPITALIST,2013,2020,8,385,48.125
2283,1948,1983,2013,0,WHITE,GENERAL PRACTITIONER,2004,2013,10,9478,947.8
2284,1982,2016,2017,1,ASIAN,FAMILY PRACTICE SPECIALIST,2012,2016,5,2627,525.4
2285,1975,2012,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2012,2020,9,9059,1006.5555556
2286,1973,2008,,0,ASIAN,EMERGENTOLOGIST,,,,,
2287,1969,2005,2009,0,WHITE,GENERAL SURGEON,2005,2008,4,1893,473.25
2288,1980,2011,2012,1,,,2011,2011,1,197,197
2289,1976,2007,,1,ASIAN,IM HOSPITALIST,2007,2009,3,1502,500.66666667
2290,1980,2015,,1,ASIAN,VASCULAR SURGEON,2008,2020,13,2591,199.30769231
2291,1977,2006,,0,BLACK,FAMILY PRACTICE SPECIALIST,2004,2020,17,22526,1325.0588235
2292,1966,1998,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,22077,1298.6470588
2293,1962,2006,,0,ASIAN,IM ONCOLOGY AND HEMATOLOGY,2006,2020,15,5919,394.6
2294,1974,2005,,1,HISPAN,INTERNIST,2005,2020,16,17593,1099.5625
2295,1984,2013,2014,0,ASIAN,RESIDENT PHYSICIAN,,,,,
2296,1976,2008,,0,ASIAN,IM HOSPITALIST,,,,,
2297,1972,2013,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2013,2020,8,11226,1403.25
2298,1975,2007,,1,WHITE,PHYSICIAN ASST II,2007,2020,14,9671,690.78571429
2299,1981,2010,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2008,2020,13,11751,903.92307692
2300,1969,2006,,1,ASIAN,INTERNIST,2006,2020,15,13732,915.46666667
2301,1978,2008,2013,1,ASIAN,INTERNIST,2005,2012,8,2338,292.25
2302,1957,1984,,0,WHITE,SURGERY GENERAL,2004,2018,15,4327,288.46666667
2303,1965,1993,,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,15737,925.70588235
2304,1968,1996,,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,14368,845.17647059
2305,1971,2010,,0,WHITE,IM ONCOLOGY AND HEMATOLOGY,2010,2020,11,2984,271.27272727
2306,1947,1991,,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,18801,1105.9411765
2307,1970,2002,,0,WHITE,EMERGENTOLOGIST,2015,2016,2,58,29
2308,1954,1987,,1,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,17270,1015.8823529
2309,1965,2006,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2006,2020,15,25137,1675.8
2310,1953,1989,2019,0,ASIAN,FAMILY PRACTICE SPECIALIST,2004,2019,16,43255,2703.4375
2311,1969,,2015,1,WHITE,,2005,2014,10,332,33.2
2312,1970,2003,,0,ASIAN,GASTROENTEROLOGIST,2004,2020,17,13760,809.41176471
2313,1960,2009,2019,1,WHITE,PHYSICIAN ASST II,2009,2019,11,5370,488.18181818
2314,1978,2009,,0,AMINDN,PHYSICIAN ASST II,2009,2020,12,6796,566.33333333
2315,1981,2011,,0,WHITE,IM HOSPITALIST,2011,2018,8,855,106.875
2316,1980,2008,2010,0,WHITE,INTERNIST,,,,,
2317,1981,2013,,1,ASIAN,NEPHROLOGIST,2011,2020,10,2286,228.6
2318,1949,1993,2013,0,HISPAN,NEUROSURGEON,2004,2013,10,2351,235.1
2319,1976,2006,,1,WHITE,OBSTETRICIAN GYNECOLOGIST,2006,2020,15,10313,687.53333333
2320,1986,2016,,0,ASIAN,RESIDENT PHYSICIAN,2018,2020,3,252,84
2321,1979,2011,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2011,2020,10,9733,973.3
2322,1979,2014,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2014,2020,7,10024,1432
2323,,,,0,,,,,,,
2324,1980,,2015,1,,,2013,2014,2,959,479.5
2325,1972,2011,,0,WHITE,URGENT CARE SPECIALIST,2011,2020,10,28650,2865
2326,1979,2009,,0,ASIAN,ANESTHESIOLOGIST,,,,,
2327,1965,2000,,1,WHITE,NURSE PRACTITIONER Y2,2004,2020,17,5117,301
2328,1985,2017,,0,ASIAN,SURGICAL PODIATRIST,2017,2020,4,2923,730.75
2329,1944,1989,,0,WHITE,UROLOGIST,2004,2020,17,11540,678.82352941
2330,1962,2006,,1,WHITE,NURSE PRACTITIONER Y2,2008,2020,13,2325,178.84615385
2331,1985,2014,2019,1,BLACK,RESIDENT PHYSICIAN,2014,2017,4,985,246.25
2332,1953,2010,2018,0,HISPAN,CARDIOLOGIST,2010,2018,9,3122,346.88888889
2333,1981,2015,2017,1,ASIAN,IM HOSPITALIST,,,,,
2334,1972,1998,,1,HISPAN,NURSE PRACTITIONER Y2,2004,2020,17,7247,426.29411765
2335,1986,2014,2015,1,WHITE,RESIDENT PHYSICIAN,,,,,
2336,1989,2019,,0,ASIAN,INTERNIST,2016,2020,5,1538,307.6
2337,1973,2014,,1,HISPAN,FAMILY PRACTICE SPECIALIST,2014,2020,7,6923,989
2338,1978,2009,,1,HISPAN,SURGICAL PODIATRIST,2009,2020,12,10078,839.83333333
2339,1974,2010,2012,0,ASIAN,,2006,2012,7,5221,745.85714286
2340,1977,2009,,0,WHITE,CARDIOLOGIST,2009,2020,12,3577,298.08333333
2341,1976,2015,,1,WHITE,FAMILY PRACTICE SPECIALIST,2015,2020,6,8017,1336.1666667
2342,1986,2017,,1,WHITE,PHYSICIAN ASST II,2017,2020,4,1816,454
2343,1971,2005,,0,WHITE,PHYSICIAN ASST II,2005,2020,16,9944,621.5
2344,1986,2016,,1,WHITE,EMERGENTOLOGIST,2016,2017,2,182,91
2345,1983,2018,,0,WHITE,ORTHOPEDIST,2018,2020,3,3314,1104.6666667
2346,1978,2010,2014,1,ASIAN,FAMILY PRACTICE SPECIALIST,2010,2014,5,4989,997.8
2347,1976,2010,,1,ASIAN,SURGICAL PODIATRIST,2010,2020,11,11928,1084.3636364
2348,1977,2007,,1,HISPAN,FAMILY PRACTICE SPECIALIST,2007,2020,14,14159,1011.3571429
2349,1990,2015,,0,WHITE,PHYSICIAN ASST II,2015,2020,6,4619,769.83333333
2350,1980,2011,2017,1,ASIAN,INTERNIST,2011,2017,7,5613,801.85714286
2351,1958,1986,2019,0,WHITE,NEUROLOGIST,2004,2019,16,14119,882.4375
2352,1973,2016,2018,0,WHITE,EMERGENTOLOGIST,,,,,
2353,1982,2017,,0,WHITE,,,,,,
2354,1974,2010,,0,ASIAN,CARDIOLOGIST,2010,2020,11,4992,453.81818182
2355,1975,2010,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2010,2020,11,16966,1542.3636364
2356,1975,2008,2009,1,,,2008,2009,2,190,95
2357,1981,2012,,0,WHITE,SURGICAL PODIATRIST,2012,2020,9,6350,705.55555556
2358,1986,2016,,0,WHITE,IM HOSPITALIST,2016,2016,1,61,61
2359,1982,2018,,0,BLACK,SURGERY CARDIAC INTENSIVIST,,,,,
2360,1989,2014,2017,1,WHITE,RESIDENT PHYSICIAN,2014,2017,4,1773,443.25
2361,1973,2004,,1,BLACK,"GERIATRICS,PALLIATIVE&CONTCARE",2004,2020,17,5380,316.47058824
2362,1961,2016,,1,WHITE,INTERNIST,2016,2020,5,5342,1068.4
2363,1950,1989,,0,WHITE,"GERIATRICS,PALLIATIVE&CONTCARE",2004,2007,4,1225,306.25
2364,1953,1984,2011,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2011,8,5478,684.75
2365,1978,2014,,1,HISPAN,PHYSICIAN ASST,2014,2020,7,18395,2627.8571429
2366,1978,2014,,0,HISPAN,URGENT CARE,2014,2020,7,17976,2568
2367,1982,2015,,0,ASIAN,IM HOSPITALIST,,,,,
2368,1977,2005,2010,1,WHITE,RESIDENT PHYSICIAN,2005,2010,6,1076,179.33333333
2369,1981,2015,,0,WHITE,OPHTHALMOLOGIST,2015,2020,6,5829,971.5
2370,1953,1989,,0,HISPAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,20088,1181.6470588
2371,1971,2002,2008,0,HISPAN,INTERNIST,2004,2008,5,2640,528
2372,1970,2003,,0,WHITE,HEAD AND NECK SURGEON,2004,2020,17,12457,732.76470588
2373,1973,2002,,0,ASIAN,CARDIOLOGIST,2005,2020,16,5572,348.25
2374,1958,1998,,0,WHITE,EMERGENTOLOGIST,2005,2020,16,12306,769.125
2375,1983,2013,,0,HISPAN,EMERGENTOLOGIST,2014,2018,5,484,96.8
2376,1944,1971,2009,1,WHITE,NURSE PRACTITIONER Y2,2004,2009,6,6323,1053.8333333
2377,1979,2012,,0,ASIAN,ANESTHESIOLOGIST,2012,2014,3,595,198.33333333
2378,1949,,2017,1,WHITE,,,,,,
2379,1978,2007,2010,0,ASIAN,RESIDENT PHYSICIAN,2007,2010,4,1138,284.5
2380,1971,2012,,0,,PHYSICIAN ASST II,2012,2020,9,6915,768.33333333
2381,1967,1995,2019,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2018,15,15490,1032.6666667
2382,1970,1998,,0,ASIAN,EMERGENTOLOGIST,2015,2017,3,23,7.6666666667
2383,1975,2003,,1,WHITE,FAMILY PRACTICE SPECIALIST,2009,2020,12,18314,1526.1666667
2384,1976,2011,,1,WHITE,GENERAL SURGEON,2012,2013,2,82,41
2385,1952,1988,,0,ASIAN,PULMONOLOGIST,2004,2020,17,3903,229.58823529
2386,1956,1990,2011,1,ASIAN,PHYSICIAN ASST II,2006,2011,6,5448,908
2387,1970,2015,,1,WHITE,PHYSICIAN ASST,2016,2020,5,9492,1898.4
2388,1983,2018,,0,ASIAN,IM HOSPITALIST,,,,,
2389,1952,1986,2010,1,WHITE,FAMILY PRACTICE SPECIALIST,2004,2010,7,5201,743
2390,1971,2005,,0,ASIAN,ORTHOPEDIST,2005,2020,16,10795,674.6875
2391,1972,2006,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2006,2020,15,12559,837.26666667
