physid,MSOC_SCHL_SPCLT_TX,MSOC_DGR_ERN_TX,MSOC_TYP_TX,MSOC_YR_RCVD_TX,MSOC_BRD_NM,MSOC_CERT_YR_TX
2213,,MD,Medical Education,2006,,
2213,Inflammatory Bowel Disease,,Fellowship,2013,American Board of Internal Medicine,2009
2213,Internal Medicine,,Residency,2009,American Board of Internal Medicine,2012
2214,,MD,Medical Education,1995,American Board of Family Medicine,1999
2215,,MD,Medical Education,1996,American Board of Internal Medicine,2002
2215,Gastroenterology,,Fellowship,2002,American Board of Internal Medicine,1999
2216,,MD,Medical Education,1980,American Board of Internal Medicine,1983
2216,Internal Medicine,,Internship,1981,American Board of Internal Medicine,1987
2217,,MD,Medical Education,1998,American Board of Internal Medicine,2001
2218,,MD,Medical Education,1987,American Board of Internal Medicine,1990
2219,,MD,Medical Education,2010,American Board of Surgery,2016
2221,,MD,Medical education,2003,,
2222,,MD,Medical Education,1987,American Board of Orthopaedic Surgery,1996
2222,Hand Surgery,,Fellowship,1993,American Board of Orthopaedic Surgery,1998
2223,,MD,Medical Education,1985,American Board of Family Medicine,1988
2224,,Masters,Post Graduate Training,2003,,
2224,Physician Assistant,BS,Medical Education,1982,,
2225,,MD,Medical Education,2007,,
2225,Internal Medicine,,Internship,2008,American Board of Internal Medicine,2010
2226,,MD,Medical Education,1986,American Board of Internal Medicine,1991
2227,,MSN,Professional Education,2004,American Nurses Credentialing Center Certification,
2228,,MD,Medical education,2007,,
2229,,MD,Medical Education,2007,,
2229,Internal Medicine,,Internship,2008,American Board of Radiology,2013
2230,,MD,Medical Education,1979,American Board of Internal Medicine,1983
2230,Internal Medicine,,Internship,1980,American Board of Internal Medicine,1985
2231,,MD,Medical Education,1993,,
2231,Family Medicine,,Residency,2005,American Board of Family Medicine,2005
2232,,,Medical Education,1984,American Board of Internal Medicine,2012
2232,Internal Medicine,,Internship,1985,American Board of Internal Medicine,2002
2233,,PA,Professional Education,1999,National Commission on Certification of Physician,
2234,,MD,Medical Education,1997,American Board of Family Medicine,2000
2235,,MD,Medical Education,1971,,
2236,,MD,Medical Education,2014,,
2237,,PA,Professional Education,2002,National Commission on Certification of Physician,
2238,,MD,Medical Education,1994,,
2238,Emergency Medicine,,Internship,1995,American Board of Emergency Medicine,1998
2239,,MD,Medical Education,2005,American Board of Internal Medicine,2008
2240,,MD,Medical Education,1988,American Board of Family Medicine,1991
2241,,MD,Medical Education,1987,,
2241,Internal Medicine,,Internship,1988,American Board of Internal Medicine,1991
2241,Internal Medicine,,Residency,1990,American Board of Internal Medicine,2015
2242,,,Residency,1992,American Board of Family Medicine,1992
2243,,MD,Medical Education,1998,American Board of Family Medicine,2001
2244,,MD,Medical Education,1988,American Board of Internal Medicine,2001
2244,Internal Medicine,,Internship,1989,American Board of Internal Medicine,1997
2244,Internal Medicine,,Residency,1991,American Board of Internal Medicine,1991
2245,,MD,Medical Education,1985,American Board of Surgery,1991
2247,,MD,Medical Education,2001,American Board of Internal Medicine,2007
2247,Internal Medicine,,Internship,2002,American Board of Internal Medicine,2005
2248,,MD,Medical Education,2006,,
2248,Family Medicine,,Internship,2007,American Board of Family Medicine,2009
2248,Sports Medicine,,Fellowship,2010,American Board of Family Medicine,2014
2250,,MD,Medical Education,1974,,
2250,Surgery,,Internship,1977,American Board of Surgery,1984
2251,,MD,Medical Education,1999,American Board of Family Medicine,2002
2252,,MD,Medical Education,2001,,
2252,Colon and Rectal Surgery,,Fellowship,2008,American Board of Colon and Rectal Surgery,2010
2252,General Surgery,,Residency,2007,American Board of Surgery,2007
2253,,MD,Medical Education,2004,,
2253,Internal Medicine,,Internship,2005,American Board of Internal Medicine,2007
2254,,MD,Medical Education,2006,,
2254,Family Medicine,,Residency,2009,American Board of Family Medicine,2009
2255,,MD,Medical Education,2003,American Board of Internal Medicine,2006
2256,,MD,Medical Education,1995,American Board of Surgery,2002
2257,,MD,Medical Education,2010,American Board of Internal Medicine,2016
2257,Hematology and Oncology,,Fellowship,2016,American Board of Internal Medicine,2013
2257,Internal Medicine,,Residency,2013,American Board of Internal Medicine,2016
2258,,MD,Medical Education,1997,American Board of Family Medicine,2002
2259,,MD,Medical Education,1994,,
2259,Family Medicine,,Residency,2005,American Board of Family Medicine,2006
2260,,MD,Medical Education,2010,,
2260,Internal Medicine,,Internship,2011,American Board of Internal Medicine,2018
2262,,MD,Medical Education,1995,American Board of Internal Medicine,2003
2262,Internal Medicine,,Internship,1996,American Board of Internal Medicine,1998
2263,,MD,Medical School,2012,American Board Urology,
2264,,MD,Medical Education,1992,American Board of Internal Medicine,2015
2264,Internal Medicine,,Residency,1995,American Board of Internal Medicine,1995
2265,,MD,Medical Education,2008,,
2265,Family Medicine,,Residency,2011,American Board of Family Medicine,2011
2266,,MD,Medical Education,1994,American Board of Internal Medicine,2002
2266,Molecular Biology,,Fellowship,2003,American Board of Internal Medicine,1997
2267,,MD,Medical Education,1982,American Board of Internal Medicine,1989
2267,Internal Medicine,,Fellowship,1988,American Board of Internal Medicine,1987
2268,,DO,Medical Education,2010,,
2268,Internal Medicine,,Residency,2013,Am Osteo Board of Internal Medicine,2013
2269,,MD,Medical Education,1996,American Board of Internal Medicine,2008
2269,Internal Medicine,,Residency,1999,American Board of Internal Medicine,2010
2270,,MD,Medical Education,1978,American Board of Surgery,1986
2271,,MD,Medical Education,2003,American Board of Internal Medicine,2010
2271,Bone Marrow Transplant,,Fellowship,2011,American Board of Internal Medicine,2010
2271,Internal Medicine-Oncology,,Fellowship,2010,American Board of Internal Medicine,2006
2272,,MD,Medical Education,1993,American Board of Internal Medicine,1996
2272,Hematology and Oncology,,Fellowship,1999,American Board of Internal Medicine,2000
2272,Internal Medicine,,Residency,1996,American Board of Internal Medicine,1999
2273,,MD,Medical Education,1980,American Board of Family Medicine,1983
2274,,MD,Medical Education,1997,American Board of Radiology,2002
2275,,MD,Medical education,1996,American Board of Internal Medicine,2005
2276,,MD,Medical Education,2001,American Board of Surgery,2007
2279,,MD,Medical Education,2004,,
2279,Gastroenterology,,Fellowship,2009,American Board of Internal Medicine,2008
2279,Internal Medicine,,Residency,2008,American Board of Internal Medicine,2011
2280,,MD,Medical Education,2003,,
2280,General Surgery,,Residency,2009,American Board of Surgery,2010
2281,Nurse Practitioner,MSN/FNP,Professional Education,2001,,
2282,,MD,Medical Education,2007,,
2282,Internal Medicine,,Internship,2014,American Board of Internal Medicine,2017
2283,,MD,Medical Education,1979,,
2284,,DO,Medical Education,2012,,
2284,Family Medicine/Sports Medicine,,Fellowship,,American Board of Family Medicine,2015
2285,,MD,Medical Education,2002,,
2285,Family Medicine,,Residency,2007,American Board of Family Medicine,2007
2286,,,Medical Education,2005,American Board of Emergency Medicine,2009
2287,,MD,Medical education,1993,,
2287,Surgery,,Internship,2000,American Board of Surgery,2006
2288,,MD,Medical education,2006,,
2289,,DO,Medical Education,2004,American Board of Internal Medicine,2008
2290,,MD,Medical Education,2008,,
2290,General Surgery,,Residency,2013,American Board of Surgery,2016
2290,Vascular Surgery,,Fellowship,2015,American Board of Surgery,2014
2292,,MD,Medical Education,1996,American Board of Family Medicine,1999
2293,,MD,Medical Education,2000,American Board of Internal Medicine,2006
2293,Hematology and Oncology,,Fellowship,2006,American Board of Internal Medicine,2008
2293,Internal Medicine,,Residency,2003,American Board of Internal Medicine,2003
2294,,DO,Medical Education,2002,American Board of Internal Medicine,2005
2296,,MD,Medical Education,2002,,
2296,Internal Medicine,,Internship,2003,American Board of Internal Medicine,2005
2297,,MD,Medical Education,1997,,
2297,Family Medicine,,Residency,2005,American Board of Family Medicine,2005
2298,,PA,Professional Education,1997,National Commission on Certification of Physician,
2299,,DO,Medical Education,2008,,
2299,Family Medicine,,Residency,2011,American Board of Family Medicine,2011
2300,,MD,Medical Education,1992,American Board of Internal Medicine,2006
2301,,MD,Medical education,2004,American Board of Internal Medicine,2008
2302,,MD,Medical Education,1983,American Board of Surgery,1989
2303,,MD,Medical Education,1991,American Board of Family Medicine,1994
2304,,MD,Medical Education,1995,American Board of Family Medicine,1998
2305,,MD,Medical Education,2003,American Board of Internal Medicine,2013
2305,Hematology and Oncology,,Fellowship,2009,American Board of Internal Medicine,2010
2305,Internal Medicine,,Residency,2006,American Board of Internal Medicine,2006
2306,,MD,Medical Education,1974,American Board of Family Medicine,1989
2307,,DO,Medical Education,1999,American Board of Emergency Medicine,2003
2308,,MD,Medical Education,1983,American Board of Internal Medicine,2016
2308,Internal Medicine,,Residency,1988,American Board of Internal Medicine,2003
2309,,DO,Medical Education,1994,American Board of Family Medicine,1997
2310,,MBBS,Medical Education,1978,American Board of Family Medicine,1984
2310,Family Practice,,Internship,1982,American Board of Family Medicine,1994
2311,,MD,Medical Education,1995,American Board of Emergency Medicine,1999
2312,Gastroenterology/Hepatology,,Fellowship,2003,American Board of Internal Medicine,2002
2312,Internal Medicine,MD,Medical Education,1996,American Board of Internal Medicine,2003
2313,,Certificate Pro,Professional Education,2003,,
2314,,MS,Professional Education,2009,National Commission on Certification of Physician,
2315,,MD,Medical Education,2008,American Board of Internal Medicine,2011
2316,,MD,Medical education,2006,,
2316,Internal Medicine,,Internship,2007,American Board of Internal Medicine,2009
2317,,MD,Medical Education,2007,,
2317,Family Medicine,,Residency,,American Board of Internal Medicine,2011
2317,Internal Medicine,,Residency,2011,American Board of Internal Medicine,2013
2318,,MD,Medical education,1975,American Board of Neurological Surgery,1987
2319,,MD,Medical Education,2002,American Board of Obstetrics and Gynecology,2009
2320,,MD,Medical Education,2016,,
2321,,MD,Medical Education,2007,,
2321,Family Medicine,,Residency,2011,American Board of Family Medicine,2011
2322,,MD,Medical Education,2004,,
2322,Family Medicine,,Internship,2008,American Board of Family Medicine,2010
2324,,MD,Medical Education,2009,,
2325,,MD,Medical Education,1997,,
2325,Family Medicine,,Residency,2012,American Board of Family Medicine,2012
2326,,MD,Medical Education,2005,American Board of Anesthesiology,2010
2328,,DPM,Medical Education,2014,,
2328,Podiatric Surgery,,Internship,2015,American Board of Foot and Ankle Surgery,2017
2328,Podiatric Surgery,,Residency,2017,American Board of Foot and Ankle Surgery,2017
2332,,MD,Medical Education,1978,American Board of Internal Medicine,1982
2332,Internal Medicine,,Residency,1982,American Board of Internal Medicine,1987
2333,,MD,Medical Education,2008,,
2333,Cardiovascular Disease,,Fellowship,,American Board of Internal Medicine,2011
2334,Masters and Nurse Practitioner Certificate,MSN,Professional Education,2000,,
2334,Nursing,BSN,Professional Education,1998,American Nurses Credentialing Center Certification,
2336,,MD,Medical Education,2016,,
2337,,MD,Medical Education,1995,,
2337,Family Medicine,,Internship,2011,American Board of Family Medicine,2013
2338,,DPM,Medical Education,2005,,
2338,Podiatry,,Internship,2006,American Board of Foot and Ankle Surgery,2014
2340,,MD,Medical Education,2006,American Board of Internal Medicine,2012
2340,Cardiology,,Fellowship,2013,American Board of Internal Medicine,2013
2340,Internal Medicine,,Internship,2007,American Board of Internal Medicine,2009
2341,,MD,Medical Education,2005,,
2341,Family Medicine,,Residency,2009,American Board of Family Medicine,2011
2343,,MSPA,Professional Education,2003,National Commission on Certification of Physician,
2344,,DO,Medical Education,2014,,
2345,,MD,Medical Education,2008,,
2345,Hip & Pelvis Reconstruction,,Fellowship,2014,American Board of Orthopaedic Surgery,2017
2346,,MD,Medical Education,2002,,
2346,Family Medicine,,Residency,2009,American Board of Family Medicine,2010
2347,Foot and Ankle Trauma,,Fellowship,2010,American Board of Foot and Ankle Surgery,2015
2347,Podiatry,,Internship,2007,American Board of Foot and Ankle Surgery,2013
2347,Podiatry,DPM,Medical Education,2006,,
2348,,MD,Medical Education,2004,American Board of Family Medicine,2007
2349,,PA,Professional Education,2012,National Commission on Certification of Physician,
2350,,MD,Medical Education,2003,,
2350,Internal Medicine,,Residency,2010,American Board of Internal Medicine,2010
2351,,MD,Medical Education,1984,American Board of Internal Medicine,1987
2351,Rotating,,Internship,1985,American Board of Psychiatry and Neurology,1992
2352,,MD,Medical Education,2002,,
2352,Emergency Medicine,,Internship,2003,American Board of Emergency Medicine,2007
