physid,firstdepyr,lastdepyr,SPECIALTY,MEDCTR,MSA,ENCCT
670,2014,2017,Family Practice,WILDOMAR MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,629
670,2014,2017,Urgent Care,WILDOMAR MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,1287
670,2014,2020,Family Practice,TEMECULA MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,22609
670,2016,2018,Family Practice,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,1203
670,2017,2019,Family Practice,MURRIETA MEDICAL OFFICE 1 U,RIVERSIDE MEDICAL CENTER AREA,119
670,2017,2020,Urgent Care,MURRIETA MEDICAL OFFICE 1 U,RIVERSIDE MEDICAL CENTER AREA,148
670,2019,2019,Urgent Care,KP SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,20
670,2019,2019,Urgent Care,LA MESA MEDICAL OFFICES       U,SAN DIEGO MEDICAL CENTER AREA,11
670,2019,2019,Urgent Care,OTAY MESA OUTPATIENT MED CTR  U,SAN DIEGO MEDICAL CENTER AREA,8
670,2019,2019,Urgent Care,SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,10
671,2004,2007,Internal Medicine,1505 EDGEMONT MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,283
671,2004,2017,Urgent Care,1526 EDGEMONT MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,6379
671,2004,2020,Internal Medicine,4950 SUNSET MEDICAL OFFICE  U,SUNSET MEDICAL CENTER AREA,29706
671,2007,2019,Anesthesiology,1505 EDGEMONT MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,1360
671,2014,2018,Urgent Care,PASADENA/LA MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,262
671,2017,2020,Urgent Care,4700 SUNSET MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,743
672,2004,2009,"Surgery, General",BELLFLOWER MEDICAL CENTER U,DOWNEY MEDICAL CENTER AREA,5343
672,2006,2006,"Surgery, Ambulatory",GARDEN MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,2
672,2009,2013,"Surgery, General",BELLFLOWER MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,2162
672,2013,2017,"Surgery, General",ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,863
673,2004,2013,Gastroenterology,EAST HILLS MEDICAL OFFICES U,KERN COUNTY MED CENTER AREA,18552
673,2005,2005,Family Practice,MING MEDICAL OFFICES U,KERN COUNTY MED CENTER AREA,33
673,2005,2013,Urgent Care,STOCKDALE MEDICAL OFFICES U,KERN COUNTY MED CENTER AREA,1310
673,2007,2012,Gastroenterology,STOCKDALE MEDICAL OFFICES U,KERN COUNTY MED CENTER AREA,146
673,2009,2011,Family Practice,STOCKDALE MEDICAL OFFICES U,KERN COUNTY MED CENTER AREA,29
673,2013,2020,Gastroenterology,GARFIELD SPEC CARE CNTR U,SAN DIEGO MEDICAL CENTER AREA,6640
673,2013,2020,Gastroenterology,SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,3044
674,2006,2009,Internal Medicine,4950 SUNSET MEDICAL OFFICE  U,SUNSET MEDICAL CENTER AREA,386
674,2007,2007,Nephrology,4700 SUNSET MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,5
674,2008,2008,Cardiology,1526 EDGEMONT MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,5
674,2008,2008,"Endocrinology, Diabetes/Metabolism",4950 SUNSET MEDICAL OFFICE  U,SUNSET MEDICAL CENTER AREA,1
674,2008,2008,Pulmonary Diseases,SUNSET - VERMONT MED OFFICES  U,SUNSET MEDICAL CENTER AREA,7
674,2008,2009,Hematology/Oncology,SUNSET - VERMONT MED OFFICES  U,SUNSET MEDICAL CENTER AREA,10
674,2009,2009,Rheumatology,4950 SUNSET MEDICAL OFFICE  U,SUNSET MEDICAL CENTER AREA,7
674,2011,2014,"Allergy, Asthma and Immunology",LAKESIDE MEDICAL OFFICES U,SOUTH BAY MEDICAL CENTER AREA,4563
674,2014,2017,"Allergy, Asthma and Immunology",CARSON SOUTH BAY MEDICAL OFFICE U,SOUTH BAY MEDICAL CENTER AREA,3278
674,2019,2020,"Allergy, Asthma and Immunology",WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,1688
675,2004,2020,Internal Medicine,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,49786
675,2005,2017,Internal Medicine,NORTHSIDE MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,227
675,2005,2020,Urgent Care,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,15364
675,2009,2011,Wound Care,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,3
675,2016,2020,Family Practice,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,669
675,2020,2020,Family Practice,BV HILL ROAD MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,20
675,2020,2020,Family Practice,PORTER RANCH MEDICAL OFFICE-U,WOODLAND HILLS MED CENTER AREA,14
676,2013,2016,Family Practice,NORTHSIDE MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,1389
676,2014,2016,Pediatric Urgent Care,NORTHSIDE MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,153
676,2016,2016,Pediatrics,NORTHSIDE MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,30
676,2016,2017,Family Practice,4950 SUNSET MEDICAL OFFICE  U,SUNSET MEDICAL CENTER AREA,210
676,2016,2017,Urgent Care,1526 EDGEMONT MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,225
676,2017,2017,"Orthopaedics, Medicine",4760 SUNSET MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,324
676,2017,2017,"Orthopaedics, Medicine",EAST LOS ANGELES MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,48
676,2017,2017,Urgent Care,4700 SUNSET MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,60
676,2017,2017,Urgent Care,PASADENA/LA MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,58
676,2017,2018,Family Practice,BV CAMARILLO MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,79
676,2017,2018,Family Practice,BV OXNARD MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,544
676,2017,2018,Urgent Care,BV OXNARD MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,404
676,2017,2020,"Orthopaedics, Medicine",WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,528
676,2017,2020,Urgent Care,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,3436
676,2018,2019,Family Practice,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,662
676,2018,2020,Urgent Care,MARKET STREET MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,1860
676,2019,2019,"Orthopaedics, Medicine",MARKET STREET MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,6
677,2013,2016,"Surgery, General",GARFIELD SPEC CARE CNTR U,SAN DIEGO MEDICAL CENTER AREA,63
677,2013,2016,"Surgery, General",SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,3
677,2013,2016,"Surgery, General",VANDEVER MEDICAL OFFICES      U,SAN DIEGO MEDICAL CENTER AREA,130
678,2005,2014,Family Practice,VANDEVER MEDICAL OFFICES      U,SAN DIEGO MEDICAL CENTER AREA,1021
678,2005,2020,Family Practice,OTAY MESA OUTPATIENT MED CTR  U,SAN DIEGO MEDICAL CENTER AREA,37928
678,2015,2017,Family Practice,SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,411
678,2017,2020,Family Practice,KP SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,1158
678,2019,2019,Urgent Care,OTAY MESA OUTPATIENT MED CTR  U,SAN DIEGO MEDICAL CENTER AREA,8
680,2007,2020,Hematology/Oncology,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,36206
680,2018,2019,Hematology/Oncology,REDLANDS MEDICAL OFFICE U,SAN BERNARDINO COUNTY AREA,11
680,2019,2019,Hematology/Oncology,ONTARIO VINEYARD MED OFFICES U,SAN BERNARDINO COUNTY AREA,9
681,2004,2020,Pulmonary Diseases,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,11847
682,2004,2004,Internal Medicine,STOCKDALE MEDICAL OFFICES U,KERN COUNTY MED CENTER AREA,1455
682,2004,2020,Family Practice,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,43679
682,2005,2005,Family Practice,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,14
682,2005,2005,Family Practice,SAN BERNARDINO MEDICAL OFFICES U,SAN BERNARDINO COUNTY AREA,632
682,2006,2020,Urgent Care,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,7451
682,2014,2014,Urgent Care,ONTARIO VINEYARD MED OFFICES U,SAN BERNARDINO COUNTY AREA,12
682,2018,2018,Urgent Care,MEDICAL OFFICES D AT ONTARIO U,SAN BERNARDINO COUNTY AREA,11
683,2015,2019,Gastroenterology,GARFIELD SPEC CARE CNTR U,SAN DIEGO MEDICAL CENTER AREA,4376
683,2015,2019,Gastroenterology,OTAY MESA OUTPATIENT MED CTR  U,SAN DIEGO MEDICAL CENTER AREA,2003
683,2017,2017,Gastroenterology,SAN MARCOS OUTPATIENT MED CTR U,SAN DIEGO MEDICAL CENTER AREA,2
684,2015,2017,Internal Medicine,IRIS ST MEDICAL OFFICES II,RIVERSIDE MEDICAL CENTER AREA,37
685,2006,2006,"Obstetrics, Gynecology",ALTON/SAND CANYON MOB 1 U,ORANGE COUNTY MED CENTER AREA,14
685,2006,2006,"Obstetrics, Gynecology",EUCLID MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,273
685,2006,2006,"Obstetrics, Gynecology",LAKEVIEW MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,63
685,2006,2011,"Obstetrics, Gynecology",HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,8657
685,2006,2017,"Obstetrics, Gynecology",SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,38
685,2011,2017,"Obstetrics, Gynecology",YORBA LINDA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,10502
685,2013,2020,"Obstetrics, Gynecology",ANAHEIM KRAEMER MED OFFICE 2 U,ORANGE COUNTY MED CENTER AREA,8684
686,2005,2014,Anesthesiology,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,1452
686,2011,2012,Anesthesiology,MEDICAL OFFICES D AT ONTARIO U,SAN BERNARDINO COUNTY AREA,17
687,2004,2020,Family Practice,CORONA MEDICAL OFFICES  D15 U,RIVERSIDE MEDICAL CENTER AREA,22215
687,2004,2020,Family Practice,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,7299
687,2006,2007,Family Practice,PALM DESERT MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,226
687,2006,2019,Urgent Care,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,483
687,2007,2007,Family Practice,INDIO MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,36
687,2007,2007,Family Practice,PALM SPRINGS MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,16
687,2014,2014,Urgent Care,WILDOMAR MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,20
688,2006,2006,Internal Medicine,LAKESIDE MEDICAL OFFICES U,SOUTH BAY MEDICAL CENTER AREA,16
688,2007,2011,Internal Medicine,CULVER MARINA MEDICAL OFFICES  U,WEST LA MEDICAL CENTER AREA,12796
689,2004,2004,Family Practice,ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,14
689,2004,2004,Family Practice,WHITTIER MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,12
689,2004,2004,Internal Medicine,ORCHARD MEDICAL OFFICES U,DOWNEY MEDICAL CENTER AREA,26
689,2008,2009,Internal Medicine,LANCASTER MEDICAL OFFICES U,ANTELOPE VALLEY MED CTR AREA,1478
689,2008,2020,Geriatric Medicine,LANCASTER MEDICAL OFFICES U,ANTELOPE VALLEY MED CTR AREA,2568
689,2014,2016,Continuing Care,LANCASTER MEDICAL OFFICES U,ANTELOPE VALLEY MED CTR AREA,23
690,2011,2019,Internal Medicine,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,301
690,2012,2013,Urgent Care,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,2
690,2013,2014,Internal Medicine,IRIS ST MEDICAL OFFICES II,RIVERSIDE MEDICAL CENTER AREA,15
690,2016,2019,Internal Medicine,CORONA MEDICAL OFFICES  D15 U,RIVERSIDE MEDICAL CENTER AREA,16
691,2017,2019,Pediatrics,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,151
691,2017,2020,Family Practice,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,1209
691,2017,2020,"Obstetrics, Gynecology",RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,60
691,2019,2020,Psychiatry,CORONA MEDICAL OFFICES  D15 U,RIVERSIDE MEDICAL CENTER AREA,10
691,2020,2020,Urgent Care,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,14
692,2011,2015,"Surgery, General",FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,222
692,2014,2016,"Surgery, General",MEDICAL OFFICES D AT ONTARIO U,SAN BERNARDINO COUNTY AREA,41
692,2017,2020,"Surgery, General",4760 SUNSET MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,886
693,2004,2020,"Surgery, General",BALDWIN PARK MEDICAL OFFICES U,BALDWIN PARK MED CENTER AREA,13509
693,2019,2019,"Surgery, General",BALDWIN PARK MEDICAL CENTER L,BALDWIN PARK MED CENTER AREA,1
694,2012,2013,"Surgery, General",FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,130
695,2004,2017,Family Practice,WILDOMAR MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,16815
695,2004,2017,Urgent Care,WILDOMAR MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,26343
695,2005,2012,Urgent Care,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,27
695,2006,2006,Family Practice,RIVERSIDE MEDICAL CENTER U,RIVERSIDE MEDICAL CENTER AREA,1
695,2011,2015,Family Practice,TEMECULA MEDICAL OFFICES U,RIVERSIDE MEDICAL CENTER AREA,1239
695,2017,2020,Urgent Care,MURRIETA MEDICAL OFFICE 1 U,RIVERSIDE MEDICAL CENTER AREA,8176
695,2018,2019,Family Practice,MURRIETA MEDICAL OFFICE 1 U,RIVERSIDE MEDICAL CENTER AREA,48
696,2004,2005,Family Practice,SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,527
696,2004,2006,Family Practice,EUCLID MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,783
696,2004,2006,Family Practice,LA PALMA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,501
696,2004,2012,Family Practice,LAKEVIEW MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,910
696,2004,2020,Family Practice,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,3504
696,2004,2020,Family Practice,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,1831
696,2004,2020,Family Practice,HUNTINGTON BEACH MED OFFICES U,ORANGE COUNTY MED CENTER AREA,56945
696,2005,2005,Family Practice,ALISO VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,2
696,2005,2005,Family Practice,BARRANCA MEDICAL OFFICE U,ORANGE COUNTY MED CENTER AREA,18
696,2005,2005,Family Practice,BREA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,37
696,2005,2005,Family Practice,YORBA LINDA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,33
696,2005,2019,Family Practice,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,408
696,2007,2019,Urgent Care,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,94
696,2007,2020,Urgent Care,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,421
696,2010,2019,Urgent Care,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,218
697,2004,2012,"Surgery, General",LAKEVIEW MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,3413
697,2005,2018,"Surgery, General",ALTON/SAND CANYON MOB 1 U,ORANGE COUNTY MED CENTER AREA,25
697,2007,2007,"Surgery, General",WEST ANAHEIM MEDICAL PLAZA U,ORANGE COUNTY MED CENTER AREA,23
697,2009,2012,"Surgery, General",ANAHEIM KRAEMER MED OFFICE 1,ORANGE COUNTY MED CENTER AREA,1721
697,2012,2020,"Surgery, General",ANAHEIM KRAEMER MED OFFICE 2 U,ORANGE COUNTY MED CENTER AREA,4519
697,2013,2013,"Surgery, General",ALTON/SAND CANYON MOB 2 U,ORANGE COUNTY MED CENTER AREA,2
698,2004,2013,Internal Medicine,EUCLID MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,20791
698,2006,2006,Family Practice,EUCLID MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,41
698,2010,2010,Internal Medicine,LAKEVIEW MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,5
698,2013,2020,Internal Medicine,ALTON/SAND CANYON MOB 2 U,ORANGE COUNTY MED CENTER AREA,301
698,2013,2020,Internal Medicine,ANAHEIM KRAEMER MED OFFICE 2 U,ORANGE COUNTY MED CENTER AREA,334
699,2004,2020,Family Practice,SIMI VALLEY MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,23114
699,2006,2006,Family Practice,OXNARD MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,17
699,2007,2007,Family Practice,THOUSAND OAKS MEDICAL OFFICE U,WOODLAND HILLS MED CENTER AREA,13
699,2007,2020,Urgent Care,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,3300
699,2008,2013,Urgent Care,SIMI VALLEY MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,3661
699,2009,2014,Urgent Care,THOUSAND OAKS MEDICAL OFFICE U,WOODLAND HILLS MED CENTER AREA,105
699,2011,2013,Pediatric Urgent Care,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,469
699,2011,2018,Urgent Care,BV OXNARD MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,126
699,2011,2020,Family Practice,NORTHSIDE MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,15473
699,2013,2020,Pediatric Urgent Care,NORTHSIDE MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,1278
699,2015,2019,Family Practice,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,93
699,2018,2018,Urgent Care,MARKET STREET MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,10
699,2019,2019,Family Practice,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,8
699,2019,2019,Family Practice,KP SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,8
699,2019,2019,Family Practice,LANCASTER MEDICAL OFFICES U,ANTELOPE VALLEY MED CTR AREA,8
699,2019,2019,Family Practice,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,18
699,2019,2019,Family Practice,WEST LA MEDICAL CENTER U,WEST LA MEDICAL CENTER AREA,1
700,2011,2011,"Obstetrics, Gynecology",SAN JUAN CAPISTRANO OFFICES U,ORANGE COUNTY MED CENTER AREA,3
700,2011,2012,"Obstetrics, Gynecology",GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,2
700,2011,2012,"Obstetrics, Gynecology",YORBA LINDA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,11
700,2011,2014,Family Practice,SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,1466
700,2011,2014,Pediatrics,SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,84
700,2012,2012,"Obstetrics, Gynecology",ANAHEIM KRAEMER MED OFFICE 1,ORANGE COUNTY MED CENTER AREA,4
700,2012,2012,"Obstetrics, Gynecology",ANAHEIM KRAEMER MED OFFICE 2 U,ORANGE COUNTY MED CENTER AREA,10
700,2012,2013,"Obstetrics, Gynecology",HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,15
700,2012,2014,"Obstetrics, Gynecology",SANTA ANA MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,36
700,2013,2014,Family Practice,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,47
700,2013,2014,Urgent Care,GARDEN GROVE MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,82
700,2013,2020,Family Practice,VANDEVER MEDICAL OFFICES      U,SAN DIEGO MEDICAL CENTER AREA,786
700,2014,2014,Family Practice,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,62
700,2014,2014,Family Practice,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,14
700,2014,2014,Urgent Care,HARBOR MAC ARTHUR MED OFFICES U,ORANGE COUNTY MED CENTER AREA,158
700,2014,2014,Urgent Care,MISSION VIEJO MEDICAL OFFICES U,ORANGE COUNTY MED CENTER AREA,8
700,2014,2020,Family Practice,PT LOMA/FORDHAM MED OFFICE   U,SAN DIEGO MEDICAL CENTER AREA,11960
700,2015,2017,Family Practice,SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,349
700,2015,2020,Urgent Care,OTAY MESA OUTPATIENT MED CTR  U,SAN DIEGO MEDICAL CENTER AREA,3754
700,2017,2019,Urgent Care,LA MESA MEDICAL OFFICES       U,SAN DIEGO MEDICAL CENTER AREA,28
700,2017,2020,Family Practice,KP SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,654
700,2019,2019,Urgent Care,KP SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,19
701,2010,2016,Family Practice,WEST COVINA MEDICAL OFFICES U,BALDWIN PARK MED CENTER AREA,15934
701,2010,2016,Urgent Care,BALDWIN PARK MEDICAL OFFICES U,BALDWIN PARK MED CENTER AREA,1703
702,2009,2012,Internal Medicine,4950 SUNSET MEDICAL OFFICE  U,SUNSET MEDICAL CENTER AREA,393
702,2010,2010,Hematology/Oncology,SUNSET - VERMONT MED OFFICES  U,SUNSET MEDICAL CENTER AREA,3
702,2010,2010,Pulmonary Diseases,SUNSET - VERMONT MED OFFICES  U,SUNSET MEDICAL CENTER AREA,9
702,2011,2011,Cardiology,1526 EDGEMONT MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,9
702,2011,2011,Nephrology,4700 SUNSET MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,10
702,2012,2012,"Endocrinology, Diabetes/Metabolism",4950 SUNSET MEDICAL OFFICE  U,SUNSET MEDICAL CENTER AREA,6
702,2012,2012,Rheumatology,4950 SUNSET MEDICAL OFFICE  U,SUNSET MEDICAL CENTER AREA,10
702,2016,2017,Pulmonary Diseases,SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,270
702,2016,2020,Pulmonary Diseases,OTAY MESA OUTPATIENT MED CTR  U,SAN DIEGO MEDICAL CENTER AREA,2484
702,2017,2020,Pulmonary Diseases,KP SAN DIEGO MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,47
702,2017,2020,Pulmonary Diseases,KP ZION MEDICAL CENTER U,SAN DIEGO MEDICAL CENTER AREA,509
703,2004,2020,Nephrology,WOODLAND HILLS MEDICAL CENTER L,WOODLAND HILLS MED CENTER AREA,819
703,2004,2020,Nephrology,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,13161
703,2010,2010,Nephrology,OXNARD MEDICAL OFFICES U,WOODLAND HILLS MED CENTER AREA,2
703,2010,2018,Urgent Care,WOODLAND HILLS MEDICAL CENTER U,WOODLAND HILLS MED CENTER AREA,5
704,2004,2017,Urgent Care,1526 EDGEMONT MEDICAL OFFICES  U,SUNSET MEDICAL CENTER AREA,5383
704,2004,2019,Internal Medicine,4950 SUNSET MEDICAL OFFICE  U,SUNSET MEDICAL CENTER AREA,48062
704,2014,2015,Urgent Care,PASADENA/LA MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,36
704,2017,2019,Urgent Care,4700 SUNSET MEDICAL OFFICES U,SUNSET MEDICAL CENTER AREA,532
704,2019,2020,Internal Medicine,HOLLYWOOD ROMAINE MED OFFICES U,SUNSET MEDICAL CENTER AREA,905
705,2004,2010,Family Practice,CHINO MEDICAL OFFICES    U,SAN BERNARDINO COUNTY AREA,13776
705,2004,2018,Family Practice,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,1794
705,2006,2017,Urgent Care,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,4526
705,2006,2020,Family Practice,ONTARIO VINEYARD MED OFFICES U,SAN BERNARDINO COUNTY AREA,165
705,2007,2017,Urgent Care,ONTARIO VINEYARD MED OFFICES U,SAN BERNARDINO COUNTY AREA,2949
705,2010,2016,Occupational Medicine,CSI FAMILY WITH KP,SAN BERNARDINO COUNTY AREA,213
705,2010,2017,Family Practice,CSI FAMILY WITH KP,SAN BERNARDINO COUNTY AREA,9652
705,2010,2017,Family Practice,RANCHO CUCAMONGA MED OFFICES  U,SAN BERNARDINO COUNTY AREA,3335
705,2011,2017,Urgent Care,RANCHO CUCAMONGA MED OFFICES  U,SAN BERNARDINO COUNTY AREA,226
705,2016,2016,Family Practice,SAN BERNARDINO MEDICAL OFFICES U,SAN BERNARDINO COUNTY AREA,11
705,2017,2017,Internal Medicine,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,14
705,2017,2020,Family Practice,CHINO GRAND MEDICAL OFFICES U,SAN BERNARDINO COUNTY AREA,5521
705,2018,2020,Urgent Care,MEDICAL OFFICES D AT ONTARIO U,SAN BERNARDINO COUNTY AREA,64
706,2007,2011,Family Practice,RANCHO CUCAMONGA MED OFFICES  U,SAN BERNARDINO COUNTY AREA,11552
706,2007,2011,Urgent Care,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,1779
706,2008,2011,Urgent Care,ONTARIO VINEYARD MED OFFICES U,SAN BERNARDINO COUNTY AREA,1250
707,2004,2020,"Obstetrics, Gynecology",BALDWIN PARK MEDICAL OFFICES U,BALDWIN PARK MED CENTER AREA,31951
708,2011,2020,Internal Medicine,FONTANA MEDICAL CENTER U,SAN BERNARDINO COUNTY AREA,22095
